token,n_extreme_pools,first_extreme_block,last_extreme_block,span_blocks,min_fee,max_fee,distinct_fees,fire_cohort_pools
0x829ffb4282dda91577b1bb004d40bef9be465e0e,2,8004247,8010996,6749,870000,920000,2,0
0x9d6cb48295c718276af40a3376881ce50b500d5a,2,8005927,8006062,135,870000,883690,2,0
0x0bfa9cc1e658f818b72d4e47a0b2a645eb48cb07,2,8008412,8008621,209,870000,883690,2,0
0x0cb4ae42a78ff1052b806ebb7e3a5ec30206d0c6,2,8009933,8067427,57494,883690,990001,2,0
0xc2adf65d21162f69de078fdb33d8c5a8141667d8,2,8010008,8438290,428282,883690,888880,2,0
0x70846970d568cd9fcff87431029480f39195db07,2,8015327,8015538,211,870000,883690,2,0
0xb430ead13ad0ee6c8594754a585a8328b96b0b07,2,8019002,8019289,287,870000,883690,2,0
0x3db05e2abf2a2f255158acc6cfda80a5828a8b07,2,8019020,8019371,351,870000,883690,2,0
0x63bf3f35dabd875e36669924e15cd278969b9bb6,2,8019472,8020256,784,870000,920000,2,0
0x4e6d0e83658b34f9de610660440b4cb3c30abb01,2,8020088,8020290,202,870000,883690,2,0
0x05d7deea83f8dc1ce278e62a70236a577775f88a,2,8020390,8050764,30374,883690,990001,2,0
0x62db7a2378ec922c9eb65a81b0c8e4dc16e43ba3,2,8022367,8050089,27722,920000,990001,2,0
0xef0e59d9c253c99b5935f8d7f1f288f9662c8916,2,8023533,8048989,25456,870000,990001,2,0
0x4b5186ab6cb68a86ccb5cb431100b1e32ed7964a,2,8024265,8024467,202,870000,920000,2,0
0x5cc15fc8530d064e9ca64e5b0717f06ec86f1b07,2,8024301,8024551,250,870000,883690,2,0
0xf7e353b7065a0b5b56898ec7eab31003e860cb07,2,8032857,8032955,98,870000,883690,2,0
0x8bd312e56e4cc5dfb27c210e40618b5038d99b07,2,8041254,8041412,158,870000,883690,2,0
0xc4cb02615ddcce26813fc662302016754c489b07,2,8044906,8045099,193,870000,883690,2,0
0xbf66df1568ee4ea2b0034dba98aa10e05f32d2e0,2,8053691,8054284,593,870000,990001,2,0
0x3c7123ee3a30c0a16c684b34bd39bff46fff8b58,2,8055203,8056336,1133,870000,883690,2,0
0xfd77b5049fffef9c4c03f8498cdb19a5ed3f6b07,2,8056001,8056200,199,870000,883690,2,0
0x53ae1b6d66ffd4379c59af03320daa27e622a6d5,2,8057933,8060782,2849,883690,990002,2,0
0x0292019448d8ad483b5e92b56eecfbb66dbad433,2,8072536,8072764,228,870000,883690,2,0
0x41bb573915f30ecaf1591d0e6ff11231a6b02c08,2,8074721,8088028,13307,150000,150000,1,0
0x7fa09a07441aa76e1778fcb9e2beea117851ab07,2,8080908,8081399,491,870000,883690,2,0
0x55e8556b4b0c90bf8c9d98042d94d7556fae0b07,2,8086775,8086984,209,870000,883690,2,0
0x260a43599bba6eeb29b08d188ee2836f5dd31674,2,8087539,8106108,18569,990001,998000,2,0
0xefcdd9566bdcbe98ba6492a8c42e7adda2241ba3,2,8087664,8088181,517,920000,990001,2,0
0x7d985fb20186a16bb9f07912bff64dffbc2bb8c5,2,8092312,8092508,196,870000,883690,2,0
0x693840077bdf67bb0b0d374ef290e664ef7b1b07,2,8094071,8094297,226,870000,883690,2,0
0x8f41d243d48e496ed9e9ab5015690b7b14c4455d,2,8096740,8411288,314548,200000,883690,2,0
0xa9698887d07883ba613ed37768f6fcb8ebc20b07,2,8097010,8097137,127,870000,883690,2,0
0x97b8210b62075bbdb2d90f2767017c4b81631c2f,2,8097646,8097888,242,870000,883690,2,0
0x690981c829fa13bc034d5e7429b0b43649625513,2,8099976,8100176,200,870000,883690,2,0
0x4e22e2e73dbbad23f8f8b84edef35d08e2e19b07,2,8102155,8102337,182,870000,883690,2,0
0x07c8fb59b4ce54d9f8856b2179d31309fc2e2a15,2,8103122,8110444,7322,870000,990001,2,0
0x827f9b77ac79b329d3b3daa0c34fdbd73e897b07,2,8104449,8104607,158,870000,883690,2,0
0xa8b5c484e4090f6d4dff8b4f4fa8d6442a7eef06,2,8108146,8108256,110,870000,883690,2,0
0xc10b90944d689d7027201bc841a6548a1b125331,2,8123477,8130108,6631,800000,883690,2,0
0x2b9a1b39c525bfa51b264bf0f26b6b04f75ddb07,2,8124090,8124299,209,870000,883690,2,0
0x957867d4ccb9f01d1fa9e523f6817bd4fde57b07,2,8127064,8127378,314,870000,883690,2,0
0xf223fecb3b9981f88c268f9bade891bc34ab432b,2,8130722,8130807,85,883690,920000,2,0
0x5df8179dc91a80ee32328267ac60820a44fd26d9,2,8131867,8132111,244,870000,883690,2,0
0xec7a5d9c25f03605fe1e2ac993f845292ca147f6,2,8135615,8136556,941,870000,920000,2,0
0x4a4c9fa564e2924236762001f8001fce22a00ba3,2,8138585,8138647,62,920000,990001,2,0
0xcb32d941e5589d6f2658111dabaaabb773edbfe5,2,8139552,8139841,289,870000,920000,2,0
0x0694a00fcce0da5c3240e50c17f9c5abffe7fb07,2,8147427,8147796,369,870000,883690,2,0
0x9e5fa73b4b469f205d0810ddf09f7c423d89eb07,2,8149516,8149725,209,870000,883690,2,0
0x77c7e05b7aea0218b40b73e801658a03a7eac16b,2,8152321,8152464,143,870000,883690,2,0
0xab9804c55a12d0dbe1bf47f7e1c1e4b7a4d42b07,2,8153326,8153511,185,870000,883690,2,0
0x417082c6ba46427215c586c3df6903de88623ecb,2,8159177,8159351,174,870000,883690,2,0
0x67d4d7d5f3f1d5ca11b5884cb7018172150b6b07,2,8164853,8164967,114,870000,883690,2,0
0x51c7d3fdc61683acbaa78238779b862d64717b07,2,8166738,8166848,110,870000,883690,2,0
0x89b7140573a64c14996ad93f8015b3e1bbfb54cf,2,8168614,8168755,141,870000,883690,2,0
0x4495632312d70fea1cdaa0a2a419a884f4a2df5d,2,8173410,8183584,10174,906500,990001,2,0
0xcf6b149bb50fedf44cbdc08763b25670621d93a2,2,8174624,8174783,159,870000,883690,2,0
0x2c48d2014e9fa3ccf1200f0b3ab493be33714b07,2,8177154,8177358,204,870000,883690,2,0
0x895d13a51eefdea9b6eab7a601a9ee206805bba3,2,8177230,8177554,324,920000,990002,2,0
0x6a2c521fbd909adcffc82810a1c13dce738cd188,2,8178223,8178398,175,870000,883690,2,0
0x739a230f56ae39939be34df6a46886aaa1478ba3,2,8180554,8292788,112234,920000,990001,2,0
0x59302e8202e1c664b45c9b3fffc8f2569c7eeeae,2,8183051,8183258,207,870000,883690,2,0
0x9af9db5449f34f43c03bb2fdc44125b07405cb07,2,8183068,8183335,267,870000,883690,2,0
0xc96494b5b67733b4e804cc3ef3ee8edaaaf76ba3,2,8183551,8183726,175,883690,920000,2,0
0xbbfbb0f36ee60067583fa267a3eab0d3d31b7b07,2,8185080,8185227,147,870000,883690,2,0
0x8c6e2e694b2795db88ef163c8281ea0d68387b07,2,8187259,8187430,171,870000,883690,2,0
0xd53a4f25d25cd1e5ea9d24c91d4ac37cd8ae199c,2,8189678,8189959,281,870000,883690,2,0
0x59448bfa67d7e9990e767bf097e2e05597c30670,2,8190650,8191012,362,870000,883690,2,0
0xa62671a728767579c7759ec062eca6803636f2f6,2,8192362,8192879,517,870000,886540,2,0
0x8c0ff58cbd70bff02d55e44cc8681bdec00d4663,2,8196716,8196901,185,870000,886540,2,0
0x706b2882f835720f5e53094bcd2c18a341b35575,2,8198535,8198700,165,870000,886540,2,0
0x691663174476db0084adf5dcf4f57a7fcb5b226b,2,8200115,8200345,230,870000,920000,2,0
0x5e385ddbfd91810af0b83148824d39fcf290d8f1,2,8201907,8202112,205,870000,886540,2,0
0x3f3dc4430c7c3883061f1c1a4e5b3da18d5fa6e9,2,8202108,8372709,170601,870000,990001,2,0
0x9d56229d53e633d4d253be5c05646e0d0d63eb07,2,8203682,8206217,2535,850000,870000,2,0
0x88b25cd1037aca482b90e176efe661fae61bfd81,2,8205780,8205999,219,870000,886540,2,0
0x21c31aff422acea814d10f40ff52f6db7bd54647,2,8207951,8474168,266217,870000,990001,2,0
0x49fbb3f8f0997b6be40a1e0abda2107f9808aa85,2,8208733,8209349,616,870000,920000,2,0
0x32a108871e606f1d6eec13ff821323b8eb9720ac,2,8209546,8210854,1308,870000,886540,2,0
0x5863cb33ed2987bf65f08b50ff2d2e2e08b8ab07,2,8209564,8210931,1367,870000,886540,2,0
0xb2bb50cfeb17fc3ae126319fe85b1d51b2c4e5e5,2,8213291,8213694,403,870000,886540,2,0
0xaa5e701cba6ccd633d46d4d8d6767b1239abb984,2,8214563,8309993,95430,880800,990001,2,0
0xcf860c7d38ef3131cb525ba65133190ef1a00b07,2,8215798,8215967,169,870000,886540,2,0
0x95f35e7f5c2797f6e1c714ec901bd422d54b5bad,2,8217109,8217145,36,886540,920000,2,0
0x013c5efeb3b1e601b17dfa6b7372dee4a9c5d2a8,2,8218070,8308382,90312,650000,990001,2,0
0x3c7972c77d6484acbb59269b22997b6db7143824,2,8218556,8218765,209,870000,886540,2,0
0x715faf4a215765680af925c8cfdb0542f27f7f4f,2,8218706,8310757,92051,880800,990001,2,0
0x0ec0e2f341dd597e19969b39a84778c3b7a92505,2,8219318,8307830,88512,880800,990001,2,0
0x9c80d0635ec1ad3cb9ac342bf1033e70d16101f4,2,8220750,8220941,191,870000,990002,2,0
0xb41ea1cc8b7aca4cccb1cb3b120478d9492b26a2,2,8224877,8276660,51783,870000,990001,2,0
0xa584030d7011d2313debbc78b96392ff3e83fa07,2,8225812,8234117,8305,870000,990001,2,0
0x1f1269bc2f9a9154fe4eca265a3e9dd25e560fa7,2,8225981,8226601,620,870000,990001,2,0
0x76428e10c4666441138df8dd0406922db07fa359,2,8226504,8227577,1073,870000,990002,2,0
0x030f1f33acc6dea04747f769cf4eeae0d8d6ab07,2,8228807,8229229,422,870000,886540,2,0
0x2a6d3e7a4864dedded5eda5d44d97cb8dbd00127,2,8229210,8346060,116850,800000,990011,2,0
0x7758ade38756b3789784aa0c175fcce8ce3a6602,2,8229613,8229794,181,870000,886540,2,0
0xb6f5f4f2c0853042d79e093f3c3cd5dd102b2b8e,2,8231515,8231557,42,886540,920000,2,0
0x6ec447f9ffeb051d413fc112192866b45cd8b3f6,2,8231524,8232052,528,870000,990002,2,0
0x94c6f3f97a2cbb16cc61248a8d33cb08a60b0b07,2,8235533,8236038,505,870000,886540,2,0
0x40f8827967f6c8968c2e56e25776a446e320e759,2,8237932,8238820,888,870000,990001,2,0
0x959b342bbe139d1710e427343ed18f8ad68b686f,2,8241249,8242060,811,999999,999999,1,0
0x11eb03ce59870f7c871946a219b72c02854ef20d,2,8245132,8245597,465,999999,999999,1,0
0x9dc26750fdf14f847f3bcc9622bb4eeeb41eb4a2,2,8246184,8246422,238,870000,886540,2,0
0xb83046c07664760c388b13430b8f76c2c54712e5,2,8249068,8257630,8562,800000,990001,2,0
0x75c7bd7f21448c8f23622bc18fabcc9506bfe9c2,2,8252416,8253207,791,850000,870000,2,0
0xed08383be53f15e1708f38a7d34be86fc6d97426,2,8253347,8253491,144,870000,886540,2,0
0xcd35f62735a1f72f5c528440caaa0e67b1ca884b,2,8253670,8257322,3652,870000,990001,2,0
0x5802d898068331b7e8870f47f5f2e4877b72a29b,2,8256234,8312028,55794,900000,990001,2,0
0x6d9a92daf491725df8423f75a07339660a8fbb07,2,8257489,8257724,235,870000,886540,2,0
0xff07d875ea5a7cfb1f8fcf29c183506f31831a24,2,8257657,8257890,233,870000,920000,2,0
0xd7d5b0f673862406c7c697e30697a2d3b8eca5aa,2,8258598,8258782,184,870000,886540,2,0
0x1c04d122a1931469d842bda33cfc45f85dda6aca,2,8262182,8301618,39436,200000,850000,2,0
0x25b9c122f3d25f172449ee0ebc5f249f15610b07,2,8266025,8266207,182,870000,886540,2,0
0x876bb58e9bb2c0ddeae4e58b1672589ea7c14e89,2,8266882,8270592,3710,850000,920000,2,0
0x58fc50cbdf9edc5eb053fd145c3fba0b12614271,2,8267658,8267979,321,850000,990001,2,0
0xed5475647403b7b3b1b229b6c4705cd89ca60b07,2,8269231,8269422,191,870000,886540,2,0
0x1822e1e3f37f01b99dd40103ca5b582cfcb7047e,2,8269250,8289318,20068,300000,900000,2,0
0xc2f25bcb238479455b921bed6539b8e0f30b1b31,2,8269397,8357346,87949,870000,990011,2,0
0x72081adc58bdb794b989d424a65948c16848600d,2,8271709,8274590,2881,850000,920000,2,0
0x9dc136c646172258384d8b9b5b43d407d1b1eba3,2,8273991,8274065,74,920000,990002,2,0
0x5038243e9679fbd4687eeee4cf76c7cfa85ef52d,2,8282753,8283063,310,870000,920000,2,0
0x0f2d1eeb960d7f024b756daa2f9d4d2deb507b07,2,8285793,8285985,192,870000,886540,2,0
0xa6d02f229875773e3784f7ee1cd6427daaaf9b07,2,8291412,8291662,250,870000,886540,2,0
0xfad59042000bcbec991511cc61ef1c2d0c68bb07,2,8293986,8294269,283,870000,886540,2,0
0x8c8d384f282a7bb5ce860b73c1013d744266ba2c,2,8295514,8295637,123,870000,886540,2,0
0x6d1558af0f80850fcbd1f1a749a7174cbec22b07,2,8300944,8301071,127,870000,880080,2,0
0x281a99a8ef339b8c32017c904d8071c91dc5bf94,2,8301187,8466015,164828,300000,990000,2,0
0x15fb2c5d1d61ad0117fe3e37824b7567306e2b07,2,8306817,8306949,132,870000,880080,2,0
0xfeb512c5a989a2efb28165f6812d356a7b789b07,2,8308883,8309005,122,870000,880080,2,0
0x6bec99920894ed4956ce187bfb8c4f014bb76b07,2,8310714,8310853,139,870000,880080,2,0
0x4aab6ba7f708b873bd85f264404008c9af76eb07,2,8313707,8313892,185,870000,880080,2,0
0x3eb7fee8218c0e10055be08d08b30b23860d1b07,2,8321156,8321398,242,870000,880080,2,0
0xc3fe566859b683976c7d7b46719a41e9661e2aee,2,8321476,8322558,1082,880080,990001,2,0
0x7a66234b981bdc29691b3b5d962c06f306cae8b8,2,8324389,8324400,11,880080,920000,2,0
0xcab45e42312bc9d16bba8e7dc6b5f3ee2e8c4b07,2,8327145,8327238,93,870000,880080,2,0
0x9d564b4c3ccde25cf48ecd3cbfb785ed52d2eb07,2,8329265,8329571,306,870000,880080,2,0
0x3c6b2f7068a728cc9e51a6b5f6ba53d5b64b6ba3,2,8331407,8331532,125,880080,920000,2,0
0x5d77d5f1560df21e869bee32e608340f4207d0d9,2,8343513,8343518,5,888880,920000,2,0
0xb9f416d542cec69637952f8311b4846ea31ac1fe,2,8346452,8346532,80,888880,920000,2,0
0x3c29a50979e55b37e81721b43d78165c152736f0,2,8350141,8350144,3,888880,920000,2,0
0xd74752b47dbac91cb7da9b06e5412bd7aee0b4d4,2,8357303,8357330,27,888880,920000,2,0
0x85bccd581d419a0b39a54b1d31985ebc789a8697,2,8358103,8361728,3625,150000,200000,2,0
0x0c43c35827023b7cf1b97a37a143c900c9eecccc,2,8374681,8375744,1063,888880,920000,2,0
0xda7889cdc32d8c93f6fef82fcc3beadbb0b504df,2,8382472,8384174,1702,888880,920000,2,0
0x502fffa554faa98fbb89d561f1c058bb714d2ba1,2,8387206,8397866,10660,850000,990001,2,0
0xf09d0aae4aa8dbcd3a9cb805f99abc36f578f250,2,8387224,8387259,35,888880,920000,2,0
0x91e9962e9eb00fff2df0899703d53b47bc65c9b9,2,8400998,8402387,1389,920000,990001,2,0
0xfb1acd2eab4f7a0918f0b588418f7f9e1708600d,2,8422462,8422546,84,888880,920000,2,0
0x4f279527cabda378299c3ab376421f1c104c2a2b,2,8422898,8427356,4458,920000,990001,2,0
0x61445e319b821b75b0825223ca93d2f3c7443b07,2,8446781,8447122,341,870000,883330,2,0
0x6e17e347ff75c575c182925faa5f5d2ba4dceb07,2,8453987,8454200,213,870000,883330,2,0
0xf3a237c594643447c748df11f0d8676b4a12830c,2,8457276,8457434,158,883330,920000,2,0
0x289184ca92b74e724bb35d5354637f5a1a1c3d9d,2,8458602,8458755,153,870000,883330,2,0
0x54db98d57488c4ead6b344ccc189717907417b07,2,8461850,8461993,143,870000,883330,2,0
0x0870b6038345d5fc96659cb4fb656a3cbd7d2b07,2,8463733,8464171,438,870000,883330,2,0
0x091228b751f3c6232c1cacaa670ded81c4a2749e,2,8465613,8465787,174,870000,883330,2,0
0xec6f3c1488db57e50b580d1b492d849e7e68cb07,2,8470947,8471035,88,870000,883330,2,0
0xe82afd3a24ba2fc017db461ffadee555458a34ef,2,8474184,8474657,473,870000,990001,2,0
0xce9a7c08b19a172492906b667e333f754a5e40e4,2,8474828,8475023,195,870000,883330,2,0
0xa387ff565c882aa58882b708d67e4b82dd5321c1,2,8475535,8475706,171,870000,883330,2,0
0x623f30383bfd477e99859b284e051d9099100305,2,8479815,8479971,156,870000,883330,2,0
0x3687a085c3a51cfe0b43fe1c69c7e640d5e38b07,2,8480908,8481111,203,870000,883330,2,0
0x4e9313cdfa212f70d41e1f8345d2e1f8c9836aee,2,8483879,8484224,345,870000,883330,2,0
0x67ee19541039975065e24380ba27012723195c09,2,8487313,8487476,163,870000,883330,2,0
0x7a81e1daa777c004a2ad68303323e84ebc234eeb,2,8489788,8507121,17333,850000,990011,2,0
0xd17ca2fb1eb1d34d33a4046dd33324cc7ba61b07,2,8490609,8490824,215,870000,883330,2,0
0x5c27c734825d67e5e2231494d1896815a52b0e0c,2,8493779,8494386,607,870000,920000,2,0
0xacca30f5ecaa9f8a56ed0bf1dc856a2988f30b07,2,8496546,8497096,550,883330,990011,2,0
0x5625b33d8d0b189cbd274cec3857656115199e79,2,8501068,8501413,345,870000,883330,2,0
0x4acd601673202a20cbd5f75bf4fae1120bc2346c,2,8501404,8501586,182,870000,920000,2,0
0x133be553be838dd3ccc8a72534ff0c88b9fb6983,2,8510811,8511206,395,870000,920000,2,0
0x86e2b80470ebe4712c34163d9e58a7af3c56c620,2,8512237,8512427,190,870000,883330,2,0
0xb0179b8efd46e1252dae6effdfd3463435153b07,2,8512917,8513113,196,870000,883330,2,0
0x7675f3985f40b80600790904798006a534c3add3,2,8525118,8528455,3337,870000,990001,2,0
0x7088b892b4f46aa85a0cce2407811e2414562ef0,2,8525956,8526139,183,870000,883330,2,0
0xc288335b6abff42fe81f231b07741566e1d96b07,2,8526882,8527012,130,870000,883330,2,0
0x2dd722077bd11c80a430685c376a70f84e971b07,2,8529448,8529565,117,870000,883330,2,0
0xcd5d7d0b0da67d626b6a0a1c087d81293411cccc,2,8529941,8530131,190,870000,883330,2,0
0x472baf481e796ac62f5a10c42406ed4f362f3333,2,8531755,8532298,543,883330,990001,2,0
0x39f1d936eef48e00cd6916aa768a4b5e33cecb07,2,8536653,8536994,341,870000,886540,2,0
0x65adc03bb329b3fdce0c1854dc87bae3888e83c7,2,8537207,8538258,1051,886540,990001,2,0
0x4edabb2de2d030a6081f46148c4a3d3d5585bd11,2,8539524,8539631,107,870000,886540,2,0
0x71bcf9382c5902a7750b61fbaf374dc643759b6c,2,8542181,8542422,241,870000,886540,2,0
0x41a4e89d4000f84463240c9f17ffe4d325ce9b07,2,8543098,8543297,199,870000,886540,2,0
0x0bac28859e3da68717068f614a2d4ced0ca10837,2,8546607,8547680,1073,870000,920000,2,0
0x610628dd7026b20c32530c75bf7254edbce0bb07,2,8547512,8547778,266,870000,886540,2,0
0xbf5e6f651f125a2d12998ef0c1b95599708aebd5,2,8548029,8557392,9363,870000,920000,2,0
0x954d3ab413abcae1fe7240296514a74a0dc1978e,2,8553798,8553897,99,870000,886540,2,0
0x63ac9beb25e6632e04f00f82adf20c14e47175b5,2,8554032,8985122,431090,400000,990011,2,1
0x1f716a66d8b78b0f6298c1475efe4eeafc3b5b07,2,8554611,8554806,195,870000,886540,2,0
0xac298726a5add1c259a55daef8c2661b3bbb75c3,2,8555090,8555186,96,870000,886540,2,0
0x4c6dd0ff9dde9bd71beeed51eab75bf5d51e1dee,2,8557091,8557210,119,870000,886540,2,0
0x8b4f199cc0dd9729b010fc21dae69fca76e36311,2,8564542,8565158,616,999999,999999,1,0
0x450b733fa15ab329f03cb4bcbe90b9bf224dcf85,2,8566073,8566253,180,870000,886540,2,0
0x3be534901bb0f486df9a4aabe78305249eb53b07,2,8568308,8568520,212,870000,886540,2,0
0x3459633c4d74801f1f52eaaa0356e8a935434316,2,8576593,8576774,181,870000,886540,2,0
0x8b7365c5cae6b43fa758c2c415c5d51e51630571,2,8577079,8577300,221,870000,886540,2,0
0xbc2f77621fca329e4654a8a12e20aeb3f4767185,2,8577396,8577549,153,870000,886540,2,0
0xeb952ee3ecab76a90c65af675c851d676dc63a6d,2,8577413,8577666,253,870000,886540,2,0
0x45a657a84612e3bd2db6858c309bf5e8f7a36163,2,8579315,8595704,16389,870000,920000,2,0
0xe9f924538761a5e6bbea025bdf5f4da688dcf89e,2,8581092,8581293,201,870000,886540,2,0
0x21e090fef86f31b900b5900751804644d0015a13,2,8581768,8581969,201,870000,886540,2,0
0x964983a0f28a556ad77a1d2fdf84a1d90eabdcab,2,8583012,8583149,137,870000,886540,2,0
0x40fd1126a9ebcccd6f1516e1ef876d4b73006bd9,2,8584160,8584416,256,870000,886540,2,0
0xd86a593392e59007adeb7a51b58a14a3ed80fb07,2,8585863,8585946,83,870000,886540,2,0
0xb4a71b90dda2987ad1185d87423987b4027c09f1,2,8587873,8587941,68,886540,920000,2,0
0x5e9ac8c339691ae5ec2988fac7bb482790636b07,2,8589817,8589962,145,870000,886540,2,0
0x14d88058b143bf904858e5333c3ebc33238d046b,2,8591560,8591761,201,870000,886540,2,0
0xe6dd18dff372f91a45d19aa90b2c43add1015fbe,2,8592495,8592692,197,870000,886540,2,0
0x11f11d779687f1687320461d8bd8de87f8f8dba3,2,8592960,8593322,362,886540,920000,2,0
0x6c1b8a5285693b97aebd132dd00d6fb151527b07,2,8596275,8596474,199,870000,886540,2,0
0x1b3cb707a1c3b49084727f3f7fe529cf54b06cf8,2,8596850,8599295,2445,886540,990001,2,0
0x3959709b0070afe37d7468482ea42f3a76863b07,2,8599977,8600111,134,870000,886540,2,0
0x6b50d19205e107d30dde2b0ce0cc904a719e5253,2,8600617,8600890,273,870000,886540,2,0
0x03cd4027819500b9a9129af90297b2ad5fdecb07,2,8602435,8602590,155,870000,886540,2,0
0xd682cdb3f941149554cd24195ee0aefda387e172,2,8604271,8604549,278,870000,886540,2,0
0x3661be2c37ed605c7a7cbfc0db64f1ef134750cf,2,8607100,8607299,199,870000,886540,2,0
0xfacffaab871d84d4fd0fe49b3d0da372b7448b07,2,8610044,8610334,290,870000,886540,2,0
0xe2e8cdf7d91c35676cf6d2661c8e1a85a0710d76,2,8613718,8613915,197,870000,886540,2,0
0xcebb98485571d7920c85f7e7f8b9727047ef4f25,2,8614291,8614370,79,886540,920000,2,0
0x542b1aa51a59b9c3212038e4c6a74dbee8e61111,2,8616078,8616360,282,980000,990000,2,0
0xafe103c1f63cffc40e1d32bc12b66af61699d893,2,8616185,8616363,178,870000,886540,2,0
0xcb5d40450883e4352126e2d194cf2811d91dd033,2,8619969,8620289,320,870000,886540,2,0
0x5d6cc0ed71a2ac06e14a0651fb832c2543279035,2,8620181,8620380,199,870000,920000,2,0
0xaa9d744e653720229b99e16e1c461719f92bc645,2,8621234,8621358,124,870000,886540,2,0
0x6d72cf040466bcca6ad2748880cbfc6ea32cd461,2,8625670,8625903,233,870000,886540,2,0
0x03497e5a0649c6cf5b631b81444e8e6883452b07,2,8638115,8638287,172,870000,886540,2,0
0x3890af0f48326dfb4d2d5adb0b169530b2794ba3,2,8642497,8642552,55,886540,920000,2,0
0x26585503008f394ed69eb1f9e6378f750177fba3,2,8646776,9103430,456654,920000,990001,2,0
0x0addff7feb9f59a8d2262c6857ed831743d71111,2,8647067,8647522,455,880000,880000,1,0
0xf27c97c32863ed7a3ea9ffbbe42be5ea769abb98,2,8650256,8651679,1423,880000,880000,1,0
0xf84527041a94490a533acc60fda1a64c3de4dd64,2,8650713,8864945,214232,873690,886540,2,0
0x81b377cb075382c54affce4de8ad152be0a43b07,2,8651029,8651212,183,870000,886540,2,0
0x43e180d57587316dda8a1ba05ad1a959a46a9b03,2,8657781,8658121,340,870000,886540,2,0
0xecb9d64775915d16c264dad125c55f422a1aeb07,2,8659969,8660306,337,870000,886540,2,0
0xd128387ca41e4b9b824bc9ba62e0bba3e7ea8054,2,8666662,8667705,1043,886540,920000,2,0
0xd3833162657b59b43ef4f4e5414a72db5defbba3,2,8669460,8669534,74,886540,920000,2,0
0x146396843299f81d9616bdea89286713f51b9b07,2,8670577,8671629,1052,870000,886540,2,0
0x99d78aa0d63318f10bf9a9c324ed3b72f0194b03,2,8680497,8680809,312,870000,886540,2,0
0x12ee3fd8dcc7eff7d1bbb755392c3dcd678d2f48,2,8681634,8681825,191,870000,886540,2,0
0x9f36c410c1cefa945f5c7e70e6d700940b5b8b07,2,8684068,8684323,255,870000,886540,2,0
0xcad14aa132df56f31445897eb16ad314689d8b07,2,8686338,8686610,272,870000,886540,2,0
0x6dcb57ef1de1f07ff7472442868dfc91427bdb07,2,8699460,8699744,284,870000,880080,2,0
0x23913b307c35804f23968665067c01b93197eba3,2,8702433,8702450,17,873690,920000,2,0
0xcb448f74ca969c125bf9108083b56f9d8ea22b07,2,8702651,8702874,223,870000,873690,2,0
0xb7ae21340c398010a8300a912a6ebe1bdf13cccc,2,8705146,8705413,267,870000,873690,2,0
0x3cc2efe7b7b99115e3d18a6de01d5ce766b4bb07,2,8706973,8707261,288,870000,873690,2,0
0x4a33612acc770455b80c982685246d151dbc3dbc,2,8707818,8707962,144,870000,873690,2,0
0xd97c23f45b48acbf10be144899169d8b631f1178,2,8709057,8709384,327,880000,880000,1,0
0x2fbadbc261e78a94f3388423ce12ffbe48897777,2,8712140,8712457,317,880000,880000,1,0
0xb3a321772aac055dc1a8ca3523ffaa6e14954b07,2,8712799,8713019,220,870000,873690,2,0
0x5b5941b9dd10fe143ed093ab37203d0acffb7b03,2,8715374,8715518,144,870000,873690,2,0
0x4d513c0d18e21a56ae925b4c269d8bbb4bb9a56e,2,8718424,8718624,200,870000,873690,2,0
0x2503e7a0d05e52b77f2b4fc264255baf9ffe2dc4,2,8718473,8718877,404,870000,873690,2,0
0x7bd9d6a4d1d767a7fc3acff7c885c54e181caead,2,8719316,8719583,267,870000,873690,2,0
0xfd43aa1ce79741e3778ee43dc1a55ffdaf4aab07,2,8719341,8719733,392,870000,873690,2,0
0x8610587a99fb4200d03c1fe07332d7c1ba972423,2,8719383,8720247,864,870000,873690,2,0
0x5564a8c2fa98aa2073ebe3727ffc3dc7acc40e2f,2,8720093,9353730,633637,873690,990002,2,0
0x94b51bd50cece3f00be2af378f72baf2b0ec1a70,2,8722069,8890175,168106,510000,870000,2,0
0x9fa3c45baa21366f4c82af5afd02a7854884565a,2,8722302,8722950,648,870000,920000,2,0
0xc0b5ac51f75e277d3b885ac5b6142508e50a94f7,2,8723282,8723734,452,870000,873690,2,0
0x7f352b4bd8cc0c6dc08710f1b8b29de8bc2f6c9f,2,8724411,8724545,134,870000,873690,2,0
0x968338256cece2838935a0312f64eec829998b07,2,8725587,8725933,346,870000,873690,2,0
0x2e41f642eeb15fc65da7a3b578416fe983e72ea0,2,8725619,8729674,4055,330000,340000,2,0
0x0af012b71d54698231a2bf83af9cbb35267519c8,2,8726409,8726489,80,870000,920000,2,0
0xeda25e40c1874bad8694c4e4860f51b753ebbdeb,2,8727215,8727641,426,870000,873690,2,0
0x0f219570459f8f8fcba90ae270a0b0ee17580978,2,8731066,8731442,376,870000,873690,2,0
0x839e4b1497b35ed98b3143a2a402d1bff01273c6,2,8735120,8744191,9071,350000,873690,2,0
0x4e99df21ea7ac761f5c5ff8c522d6559dfec0b07,2,8735742,8736024,282,870000,873690,2,0
0xe521675d6bc50dad7ab0a225c536fb165870bc9f,2,8736916,8738561,1645,870000,920000,2,0
0x938702ed3ea07aeaa5c2210ef21a17ac43c7363e,2,8741022,8741267,245,870000,873690,2,0
