token,n_competing_pools,n_with_any_swap,n_with_known_infra_flow,n_with_router_like_flow_t5,min_fee,max_fee,fee_spread,lowest_fee_pool_success,lowest_fee_pool_volume_share,winner_fee,winner_fee_rank,winner_deployment_rank,winner_fee_minus_min_fee,n_distinct_senders,n_known_infra_senders,n_router_like_senders_t5,fire_cohort_pools
0x0c1ed62d7811e5b437e537ac9d0592469c119c74,35,26,23,26,100000,999910,899910,True,0.13825757575757575,480000,12,24,380000,42,6,38,0
0x495869064fea4c72c3c049c2b541c79c2df73f0a,11,7,4,7,500000,998834,498834,True,0.46511627906976744,500000,1,10,0,10,3,10,0
0xdd7fb0321e843ea1344715a8ab36f49124076d1b,5,5,3,5,500000,999910,499910,True,0.14285714285714285,999068,4,2,499068,4,1,4,0
0x5de056136551b8a41b7dd663881a5120b6e7a059,4,1,0,0,840000,999910,159910,False,,,,,,1,0,0,0
0xe2713168e69974726c1f9e6af1516e6a0b398ba3,5,0,0,0,800000,999223,199223,False,,,,,,0,0,0,1
0x1b60fb1dc4fbdd84c1126c0b7de6e99c10f4d84e,3,0,0,0,850000,999526,149526,False,,,,,,0,0,0,0
0x7b240e78d1bd6a6f0b3e19ca034086be7a381e18,10,3,2,3,200000,998834,798834,True,0.88,200000,1,3,0,10,4,10,1
0xdf5b26c143c58148e4fe6b0c0c6ec0e6bdd2ac74,2,0,0,0,999228,999910,682,False,,,,,,0,0,0,0
0xecf19e01bee17ccf0893bf91a272bbde360a6ba3,6,0,0,0,870000,998446,128446,False,,,,,,0,0,0,0
0xd0ab504012370fcc3800f2f8e8dcdcce35c70c0f,4,0,0,0,976540,999910,23370,False,,,,,,0,0,0,0
0x14aa30a4a2e6d6f0e33066a618ef900a7c1e810f,4,0,0,0,976540,999068,22528,False,,,,,,0,0,0,0
0x68af2e55e4e940c18bf5a93bf18436b3ec2d7053,5,0,0,0,974500,999334,24834,False,,,,,,0,0,0,0
0x4e0a50ebfc8a4c62480bef6a41e04955e9cb1e18,5,0,0,0,974500,999417,24917,False,,,,,,0,0,0,1
0x5e6fd9922b21f47886aec5a3ae8eb178a85f0dfb,5,3,0,3,510000,998870,488870,True,0.6,510000,1,5,0,3,0,3,1
0x4106dfdf634a7e3bcfa121bbe3beec9f9ddf5ba3,13,8,6,8,400000,998363,598363,True,0.175,996000,12,3,596000,11,3,10,3
0xac4922f548800cef9985181a5e8fddbb6389bba3,1,0,0,0,990001,990001,0,False,,,,,,0,0,0,0
0x3ca0a9412d697dfd5b923146667ed8fc1e566dd7,3,0,0,0,974500,999218,24718,False,,,,,,0,0,0,0
0xa0faa182e6afb2848cb6209f0c4565422a487d81,4,0,0,0,900000,997111,97111,False,,,,,,0,0,0,0
0xe2eaf0f956dd1f567827dea5f5386edffdf5ca3d,6,0,0,0,800000,999398,199398,False,,,,,,0,0,0,0
0x1a948629bd6b1e6b4b0cb4f932f100845ee8aba3,9,2,2,2,850000,998834,148834,True,0.5,998834,8,2,148834,2,2,2,1
0x8b7eb0637ff10f6b88a2eb796b4ca79994d77ba3,10,2,1,2,300000,999990,699990,True,0.1111111111111111,870000,3,4,570000,5,1,5,0
0x4d61f21ca2fa4002e038d86ad186d9cb1f74eba3,5,1,1,1,900000,999223,99223,False,0.0,976540,2,3,76540,1,1,1,0
0x2e6ab6302e1903af8601fe03b7a7982545883a02,7,6,2,6,800000,999339,199339,False,0.0,998760,6,1,198760,6,1,6,0
0x161a7f6a289eb17bb2cbf63f27fb55faab0bfba3,5,0,0,0,840000,999371,159371,False,,,,,,0,0,0,0
0x7b4c9e3e4d09da5f724e6f024260066f1a96a594,1,0,0,0,976540,976540,0,False,,,,,,0,0,0,0
0x2a992bae06c07e52efad5081c56d71857709cb41,3,0,0,0,974500,996212,21712,False,,,,,,0,0,0,0
0x79d0e373a855ac8b55a516e752697df403bf4a74,7,6,5,6,500000,999010,499010,True,0.07142857142857142,998345,6,4,498345,2,1,2,0
0x8e4b4f21b1627b9951d1ef35766b0f26e3d13f0f,5,3,1,3,974500,998476,23976,False,0.0,996212,3,1,21712,4,2,4,0
0xfb220722974c02cb6e66bd1c305af3ff91cf7777,2,2,1,2,976540,995539,18999,True,0.5,995539,2,1,18999,2,1,2,0
0x2e0b42924300739589df4535f3f8c14a9bf0e536,2,0,0,0,976540,995423,18883,False,,,,,,0,0,0,0
0xf557fb0ed7a95be5bf58c47e62908d602b9e0403,7,0,0,0,900000,999224,99224,False,,,,,,0,0,0,0
0xa1e612d2b5e5774c8d4c4fdb9d6bd75042e594b3,1,0,0,0,900000,900000,0,False,,,,,,0,0,0,0
0x5e6def90561fe53fd6ba0cf6d2640da6e038a28b,4,0,0,0,974500,999380,24880,False,,,,,,0,0,0,0
0x5ecbb1d795c94504e37cff0081450da5481cb821,6,0,0,0,974500,999418,24918,False,,,,,,0,0,0,0
0xe74234c4ca866256f38c602c52ea249c43650d12,5,0,0,0,974500,999320,24820,False,,,,,,0,0,0,0
0xcea825aabbd843c08269412bc33da3b6edf5f455,2,0,0,0,974500,996212,21712,False,,,,,,0,0,0,0
0xeac4cf985afaa8d7a6b9b4c4c759940849e38193,5,0,0,0,974500,999417,24917,False,,,,,,0,0,0,0
0x9e4f0f3dcb32eae134cdc654e695c9f183381e18,2,1,1,1,976540,998383,21843,False,0.0,998383,2,1,21843,1,1,1,0
0xc465351b71fc40a62777f85a783c6d62b40b1e18,10,3,0,3,600000,999700,399700,False,0.0,976540,7,2,376540,3,0,3,0
0xb397e40bef246a715561b1912a106ea7a5919a38,7,0,0,0,690700,998397,307697,False,,,,,,0,0,0,0
0x5098e94c756c34a3ff65ecf67e5fe79039542a2c,2,0,0,0,976540,999068,22528,False,,,,,,0,0,0,0
0xb7efe8b958c5049a9369386c2df781effd442e84,5,1,1,1,800000,999068,199068,True,1.0,800000,1,2,0,2,1,1,0
0x684618c70480a70637692a51a3a9398dfd7ab0f5,36,16,13,16,100000,999999,899999,True,0.19117647058823528,150000,6,6,50000,31,5,31,1
0x08cae10e08be56c7a4ee697c2eee5add6a38a124,5,0,0,0,974500,999090,24590,False,,,,,,0,0,0,0
0x2b7718942ed4b838b28846f1f8a06fda4694cb07,1,0,0,0,998112,998112,0,False,,,,,,0,0,0,0
0xe1b3ac8c6374b41519ad01c7f3c7f9bba2df3a82,1,0,0,0,800000,800000,0,False,,,,,,0,0,0,0
0x36e550fdf3119e663461a08f31f5ec5c5606b782,3,0,0,0,973690,998112,24422,False,,,,,,0,0,0,0
0x58b63737f1e673809392f0a0e32278a38c2973d0,3,0,0,0,974500,999407,24907,False,,,,,,0,0,0,0
0xe2b7cd9dbc5a93626700575a1d96a74e1dcc238d,6,1,0,1,350000,998112,648112,True,1.0,350000,1,5,0,1,0,1,0
0x0969f3845e28362a4f34f399470e6cb868f8de0e,6,0,0,0,800000,999190,199190,False,,,,,,0,0,0,0
0x92a9dc284bcc07f58fc6c8621623023e423a43c8,3,0,0,0,973690,999068,25378,False,,,,,,0,0,0,0
0x648d3da81b078069282c7f85639784a68d14139a,6,1,1,1,800000,999050,199050,True,1.0,800000,1,1,0,1,1,1,0
0xe62beaff79e79eef9f08f7fd47feb6b96a04600d,6,4,3,4,500000,990000,490000,True,0.10526315789473684,840000,2,1,340000,6,3,6,1
0x9f2c23964dd5a7010e6fbddeddf42d8914748df1,2,0,0,0,973690,999198,25508,False,,,,,,0,0,0,0
0x64d2eb7340a1eed86ee77402137f9475b205d04b,12,9,9,9,200000,999100,799100,True,0.0547945205479452,780000,4,7,580000,10,3,10,1
0xe0394ecb073085cfeee3a82c8c4fa91319caa1ae,2,0,0,0,973690,999223,25533,False,,,,,,0,0,0,0
0x93f205da3f35882f6dfe2358082b3aef9a6616d1,5,0,0,0,973690,999220,25530,False,,,,,,0,0,0,0
0x95f0ef44e85cfc6d886f257f4ff0327c73e050e4,5,3,0,3,973690,999390,25700,True,0.5,973690,1,3,0,1,0,1,0
0xdb9ba2a5bc216e22a0a2caa4d1b54dc85c5b3b13,11,5,5,5,200000,998786,798786,True,0.1895734597156398,300000,2,5,100000,28,5,28,2
0xdfbd6d30423274c3acfc2c5c3f216a09bba2834b,1,0,0,0,974500,974500,0,False,,,,,,0,0,0,0
0xb7aa997b043531290d9f67e6aeca124be09ebf72,4,0,0,0,973690,999322,25632,False,,,,,,0,0,0,0
0xd56b8d954943cf4e0384b60fdbb68ee101ff39d9,5,0,0,0,973690,998801,25111,False,,,,,,0,0,0,0
0xd9d722115d8550cc0f1a758d6a823d335ed71e18,1,0,0,0,900000,900000,0,False,,,,,,0,0,0,0
0xf15ba4059b8e934de38fc8604c708a9b49a2e56b,4,0,0,0,973690,998446,24756,False,,,,,,0,0,0,0
0x97089f96134991cdff7b99e5c81993011a046ba3,1,0,0,0,973690,973690,0,False,,,,,,0,0,0,0
0x5596ddb13e1a292fe41a595748c68194dddaf602,1,1,1,1,975400,975400,0,True,1.0,975400,1,1,0,3,1,2,0
0x7cabcde105dac3365e7c390fd3eff42bdf3f1b07,1,0,0,0,998112,998112,0,False,,,,,,0,0,0,0
0x644ecf265b04a07ebf66097bcbef98f0015475fd,6,3,3,3,571100,999100,428000,True,0.8181818181818182,571100,1,6,0,6,2,6,0
0xc3df041ba4d15c3c9cecd0d6811bf09a5c9ce868,5,0,0,0,973690,998880,25190,False,,,,,,0,0,0,0
0x106a983825b73e03cbd710e3b28db54347940e13,5,0,0,0,973690,999320,25630,False,,,,,,0,0,0,0
0x95b11604714cbdb1acdc2c347862a8c502c77777,2,1,0,1,973690,974500,810,False,0.0,974500,2,1,810,1,0,1,0
0xa705ece77f2154ef02448bc7d31a9df0241d4e16,4,0,0,0,973690,999443,25753,False,,,,,,0,0,0,0
0x11fb1b7471a1b8c7cff49a2d2b2cb878a30f7777,2,1,0,1,973690,974500,810,False,0.0,974500,2,1,810,1,0,1,0
0x07a5eef3fdf90a89004edd745754ab000c31619e,5,0,0,0,973690,999223,25533,False,,,,,,0,0,0,0
0xa4ddda9aec333c099eda468cd8ce86dfbc05700a,9,6,3,6,500000,999228,499228,True,0.043478260869565216,800000,4,3,300000,6,3,6,4
0xd8a316167ce3b30ef3c0623423813aaa08cdbc21,2,0,0,0,974500,999400,24900,False,,,,,,0,0,0,0
0xe2628c4d3497fcb468e796cc20a9087bf6dc1e18,2,0,0,0,973690,998834,25144,False,,,,,,0,0,0,0
0x46e5cec6c4cc39c885ec5ab78bcc90f4e24b1541,1,0,0,0,974500,974500,0,False,,,,,,0,0,0,0
0xb0a74d2154ffaef59c965c947e4eacfe39bd1628,2,1,0,1,973690,974500,810,False,0.0,974500,2,1,810,1,0,1,0
0x30a4a580f842d36723c2d7e9cd67d7279e435ea3,2,0,0,0,973690,999417,25727,False,,,,,,0,0,0,0
0x525d4a399dcd9cbe828d166ce788ab82bd1de62e,8,4,1,4,899900,999417,99517,False,0.0,998510,7,1,98610,4,1,3,0
0xbafa57f54ebfc8888cd60ac63df58950e19e5e82,2,1,0,1,840000,870000,30000,True,1.0,840000,1,1,0,1,0,1,0
0x8edff854fddbf91852dbc922f32f3d720b4dafed,1,0,0,0,950050,950050,0,False,,,,,,0,0,0,0
0x420c3a3d851b312bbadbc81ed61ca93b1fde1f22,11,7,5,7,200000,998112,798112,True,0.2978723404255319,200000,1,7,0,13,3,13,2
0xf37ec74452c688fbfe0c038c5828bd4473511e18,5,0,0,0,950050,998835,48785,False,,,,,,0,0,0,0
0x5b1845cdbbe51fa2c4c0255f015be38ff2591e18,5,0,0,0,950050,998446,48396,False,,,,,,0,0,0,0
0x9b04cc8a6ec711895f3cd3e9df6e434396d81cd5,18,13,12,13,250000,999300,749300,True,0.248,870000,8,1,620000,16,4,16,1
0xc353802daca0aa12953a2af968e12f5a13a91e18,3,0,0,0,950050,990001,39951,False,,,,,,0,0,0,0
0x6ade32a660579fb453695272235b10480ebf9999,4,1,1,1,800000,998112,198112,False,0.0,950050,2,1,150050,5,2,5,0
0x2f728900b237edcc4370ff92da5ad671715ea5b0,2,0,0,0,998112,999418,1306,False,,,,,,0,0,0,0
0x63176e10c162a805fc75e6e1168af454d832ffd0,2,0,0,0,950050,998446,48396,False,,,,,,0,0,0,0
0x31b432cf3ccea05dafcfc53ff43a088584e066a7,4,1,1,1,777000,990001,213001,False,0.0,834000,2,1,57000,1,1,1,0
0x1ecf8c9356e7a2b724b9adb14e61d4d621ad72b9,16,9,7,9,250000,998834,748834,True,0.37003058103975534,250000,1,4,0,30,5,29,1
0x87f275300476aad33b5a7df3dfe31341ed2139f5,1,0,0,0,998112,998112,0,False,,,,,,0,0,0,0
0x1fd3d9c2d494b74f1146b24b241a27907d47675d,4,0,0,0,500000,998838,498838,False,,,,,,0,0,0,0
0x29c3d14f8ed3b25a9d2e318ec6c88bc0a85d76cd,1,1,0,1,999223,999223,0,True,1.0,999223,1,1,0,1,0,1,0
0x0991d245bd3c30983f224b3e5e0a3c4fb819efc3,2,0,0,0,970070,998112,28042,False,,,,,,0,0,0,0
0xbd9728dad9ddda22444fdf2d31e47c88a27a9395,21,16,16,16,440000,999005,559005,True,0.05263157894736842,888880,6,6,448880,9,5,9,0
0xdd7e467a9a31471efe9a497153e00b5af9b4cf82,1,0,0,0,501100,501100,0,False,,,,,,0,0,0,0
0x666c03974d0068600fb23ad4f69536c307572b07,1,0,0,0,998112,998112,0,False,,,,,,0,0,0,0
0xab384e782b308bfa24ebf9e9cdde131278133586,2,1,0,1,970030,999331,29301,True,1.0,970030,1,2,0,1,0,1,0
0xa4971b3bf79ffa893f99d0d08e8ad7dfc04a9064,3,0,0,0,970030,998407,28377,False,,,,,,0,0,0,0
0xc1a0d0ef8c0c353d03f006b8304a4efb32016d3c,19,9,7,9,100000,999999,899999,False,0.0,150000,3,7,50000,23,4,21,2
0x1ca4c736d4178541dd54cd59765119390b4e60c2,2,1,0,1,970010,999417,29407,True,1.0,970010,1,2,0,2,0,2,0
0x0cd615bdd04b4a256066a13ddd94bfbb41851b30,7,5,4,5,800000,990001,190001,True,0.1875,980000,5,3,180000,13,5,13,0
0x0d398aeb973ba8c76dc8dd1491ba421e2c2895c4,2,0,0,0,970010,998834,28824,False,,,,,,0,0,0,0
0x6e987e76f3753194f90a467629979287b2f31e18,6,0,0,0,900000,999068,99068,False,,,,,,0,0,0,0
0x08b480719cf4d72a36a6a6903e35a796ba241e18,1,0,0,0,900000,900000,0,False,,,,,,0,0,0,0
0x0855b2d7c2a4bceee0b5222d7becf660e47e95d9,2,0,0,0,970060,999057,28997,False,,,,,,0,0,0,0
0xfdae23ce76018da62507bb5ef20e6ef5450e8312,4,2,1,2,470000,999334,529334,True,0.3333333333333333,970060,3,2,500060,3,1,3,0
0xc1a0705a920fafc45bae3191e4c05e28347ea39a,3,0,0,0,800000,999417,199417,False,,,,,,0,0,0,2
0x99eba58a68e42a0da8c664630eb8083a3c14e7fe,3,1,1,1,500000,999066,499066,True,1.0,500000,1,3,0,3,1,3,0
0xc1a09c438b700ade34c730cd743a6e52f0c4c38e,4,0,0,0,900000,999334,99334,False,,,,,,0,0,0,0
0xd7b5e65fab36759432efac5e6a8f406371ad4c1d,2,0,0,0,970060,999334,29274,False,,,,,,0,0,0,0
0x8dfb7090971b0ba6c9c3ea004d98e7587f169201,17,8,7,8,200000,999068,799068,True,0.8115942028985508,200000,1,8,0,29,4,28,0
0xca326c5fe6300bcf2e4559458b03d9fc1bdf5b01,3,0,0,0,750000,990002,240002,False,,,,,,0,0,0,0
0x29fbaa3668e688c83fae9b5dd13cc3cfc097ccbf,11,8,6,8,100000,999223,899223,True,0.748780487804878,100000,1,7,0,51,5,40,0
0x0868ea0ad7bb4cdba7112ad91ecc71e26f21b978,1,0,0,0,999334,999334,0,False,,,,,,0,0,0,0
0x0f22b188659dfd63756e44bbab43965193012b8c,2,0,0,0,970090,998478,28388,False,,,,,,0,0,0,0
0xb9659bce627f42176561c3980e9c11fb2e4aca54,2,0,0,0,970080,998438,28358,False,,,,,,0,0,0,0
0xd7dd1d4cb81aaa89970934baf496407cc2445d88,1,0,0,0,999417,999417,0,False,,,,,,0,0,0,0
0xc1a030a3761f81562821ea9c20e908e8f49aa36a,2,0,0,0,970080,999334,29254,False,,,,,,0,0,0,0
0x661cd4639ece4dab9b022afaa51afcee83096262,1,0,0,0,969690,969690,0,False,,,,,,0,0,0,0
0xf78db1759d33ea6b84891fe29af9f73d7bac2198,1,0,0,0,999034,999034,0,False,,,,,,0,0,0,0
0x5cb6f181081301b44905f3ae15419112ecabd8a6,34,12,9,12,100000,999898,899898,True,0.2915129151291513,800000,9,1,700000,22,3,22,3
0x5d43cb7556a3c06e63e014232cb9ed298932cb9b,11,8,6,8,100000,998446,898446,True,0.7365010799136069,100000,1,5,0,26,4,26,2
0x7c07e07b94a40bc48413aa6be70dff17a4207ba3,5,1,1,1,440000,999000,559000,True,1.0,440000,1,3,0,3,2,3,0
0x9d98f99b0b6b2b7f99ab8bc187e1c59793eccb2c,13,9,9,9,100000,999807,899807,True,0.7873754152823921,100000,1,4,0,41,4,39,1
0x5f494aa372317e0e75388c55079c05f826f21dcc,13,9,6,9,200000,999417,799417,True,0.5255474452554745,200000,1,4,0,16,4,16,5
0x3ae3facc99f43d5a39254a0b9f5cc0291ecd39cc,61,29,27,29,150000,999999,849999,False,0.0,160000,2,7,10000,50,4,48,7
0xa80f5e49d874f58f015280cf08cc6e28b6bf75cc,14,7,5,7,440000,999068,559068,True,0.027777777777777776,850000,4,2,410000,7,3,7,5
0xb9c948f45681a2bd0fb13b6a0dd6e5ad05b1efcc,19,10,5,10,400000,998834,598834,True,0.16666666666666666,500000,2,9,100000,11,1,11,1
0x6342e7fb1c98df507a8c846e49962d3e5e197ecc,16,11,10,11,491000,999334,508334,False,0.0,500000,2,7,9000,14,4,13,0
0x6e30a5f8fc61cd4e8550d2dd3cddea2a0196dc69,5,1,0,1,800000,999388,199388,False,0.0,899999,2,3,99999,1,0,1,1
0x48399089e26c9111680fe77c5c669e8e639f5134,1,1,0,1,970690,970690,0,True,1.0,970690,1,1,0,4,0,4,0
0xfb97e1ca99378ea348eb794cbed099408ca74d1c,12,8,4,8,150000,998751,848751,False,0.0,998751,12,1,848751,13,2,13,0
0x017e6c44c65ea986c2b3225cac6c9a87e1b06f7a,16,9,8,9,340000,999224,659224,True,0.3305785123966942,350000,2,5,10000,33,4,31,3
0x38f2e8f5b84271bc8eb1eb3904a41aa2acf41294,18,11,10,11,499999,999890,499891,True,0.2222222222222222,499999,1,12,0,7,2,7,0
0x56bd4cbee01b5537b77222f5c989c30bb5c5bfce,2,0,0,0,970369,999090,28721,False,,,,,,0,0,0,0
0x35082b06d25c9fdb76284997ed6f11ac44465b07,12,9,9,9,500000,999067,499067,True,0.05555555555555555,509000,2,10,9000,13,3,13,2
0x08301023fce818789b436038bea5bba42b8c3df5,1,0,0,0,100000,100000,0,False,,,,,,0,0,0,0
0x14d84fef54e6430375f2ab82c33ae99c10cbd0df,11,9,8,9,200000,980000,780000,True,0.021739130434782608,500000,2,2,300000,12,4,10,0
0x3935456196b159625c5f8dbe2d10677df678bf6a,21,19,19,19,320000,999700,679700,True,0.2057877813504823,320000,1,20,0,17,4,17,9
0x65d385c3d626e0ce06d1526543d5a8e94c678c23,1,0,0,0,970123,970123,0,False,,,,,,0,0,0,0
0x356e3723f900b0622eed45564a704a61609126be,6,1,1,1,220000,999617,779617,True,1.0,220000,1,3,0,1,1,1,0
0x5b277e500a62691b94b28b75778b7fb95b47eb79,2,0,0,0,970123,990002,19879,False,,,,,,0,0,0,0
0xd59bce115a0296e0d393ccd56e8460e5c57e707b,19,13,9,13,300000,999091,699091,True,0.020512820512820513,350000,3,8,50000,26,3,24,3
0x82bc752729ca2200207f14d027c3e295c8b5c9b0,1,0,0,0,970123,970123,0,False,,,,,,0,0,0,0
0x5b8c6c697ff40309e6cba87b4563be2677c8da72,18,13,12,13,150000,999334,849334,True,0.3348729792147806,150000,1,10,0,29,4,27,2
0xf1d4d0cf23b23f9b8655f6f36990e09d6c18f6b9,2,0,0,0,970123,999326,29203,False,,,,,,0,0,0,0
0xce4f3e2ece8ad6fa76c85010b59437628a0cfd5f,10,7,4,7,690000,999890,309890,True,0.043478260869565216,970123,6,1,280123,5,2,5,3
0x8ad5a580c4215086dec828d8626b95a06d7d00cc,47,31,27,31,160000,999068,839068,True,0.34056761268781305,160000,1,1,0,38,4,36,10
0x8ca92246b82a9dad66342249390797e2553aa0f2,2,0,0,0,970123,999417,29294,False,,,,,,0,0,0,0
0xe8b46fda1d510cc2cb977e8ccbc0385c71d6da5e,2,0,0,0,970123,999329,29206,False,,,,,,0,0,0,0
0x5c95b7c00e13b692d451d93c810e4fb368b52db4,2,0,0,0,970123,999068,28945,False,,,,,,0,0,0,0
0xcc166eb1fe657187d4e8c0fbcc6a9a07abb01d97,2,0,0,0,970369,998835,28466,False,,,,,,0,0,0,0
0xd696da44e5e32797dea664059478b70f813e90e4,2,2,0,2,970369,998446,28077,True,0.6,970369,1,2,0,2,0,2,0
0xa5d7a9980964fd781a9f84d2ef0c188863e88d4e,2,0,0,0,970369,999310,28941,False,,,,,,0,0,0,0
0x385b36ff682ab4c76e7c37a66b96aabc466471d5,37,19,18,19,119900,999141,879241,False,0.0,200000,5,12,80100,39,4,37,3
0xc26e815246b767ba4ea238d625a9ba936efa7796,8,8,3,8,160000,950369,790369,True,0.327313769751693,250000,3,5,90000,30,3,30,1
0xab7b0d447fe3523e6114011893d6cb5648a60d12,2,1,1,1,870000,999890,129890,True,1.0,870000,1,1,0,2,1,2,0
0x158e848130c86b9658e013dff4ff0048058e719f,3,0,0,0,870000,999223,129223,False,,,,,,0,0,0,1
0xfae4a4cdac7fdece2ac9e8dc032be4c22c250b38,5,1,1,1,870000,990000,120000,True,1.0,870000,1,4,0,4,2,4,2
0xf049d87b7c7602bacbb1534767fd53b49bd212e8,8,5,0,5,720000,998834,278834,True,0.21739130434782608,950369,5,1,230369,4,0,4,0
0xacdbf5297ec6d6febddfdc68a7ecb7ab4f2ea922,11,7,6,7,440000,990001,550001,True,0.1016949152542373,601100,4,6,161100,12,4,12,2
0xaa3e7ec3dd55093dda121ad88d17f664b987dba6,13,12,9,12,170000,970020,800020,True,0.371900826446281,170000,1,5,0,21,3,19,1
0x31e9281d1ad6ba382383b8e801d1615f9718551b,12,7,2,7,440000,990000,550000,True,0.6071428571428571,440000,1,8,0,12,1,12,1
0xbc9efa5287d79bf786b8640426e3217b7a7c833c,2,0,0,0,950369,999068,48699,False,,,,,,0,0,0,0
0xe6c3dd8751577e7f334bfe61801adef35dbd9f3c,11,9,8,9,500000,990000,490000,False,0.0,770000,3,3,270000,8,4,8,2
0x8a93e09851f82f1f06e7ef08e3ceab41629d453f,19,15,13,15,489999,999003,509004,True,0.045454545454545456,500000,2,6,10001,11,4,11,10
0xdc4526ab61c2d946972244573e3cb7805621bcd6,2,0,0,0,950369,999068,48699,False,,,,,,0,0,0,0
0x77f9a3caf474cad4dd31c422c6f5e082fda1f081,3,0,0,0,950246,999417,49171,False,,,,,,0,0,0,0
0xb4610f2f615c4ad9ce3b92821609273062a3cb03,13,9,8,9,100000,999334,899334,True,0.7816901408450704,100000,1,8,0,14,2,14,0
0x8a5b9feb491e6c344dd2702dcc056f60c354230b,12,6,4,6,430000,999665,569665,True,0.4406779661016949,430000,1,5,0,8,4,8,0
0x6980ff18e8e8ed8a2c6a260a74c53b3b33d24c98,14,8,6,8,320000,999826,679826,True,0.037037037037037035,840000,2,2,520000,13,4,13,0
0x32ac8c1d7672667d5ebdea22935f7b06fc8d496f,6,0,0,0,800000,930270,130270,False,,,,,,0,0,0,0
0x807bbad8f2ca2b1b152a17d34c286736d957b59d,3,2,0,2,900000,998446,98446,False,0.0,998446,3,1,98446,2,0,2,0
0xa1a7f4e605944a784ba5de838f6f2516f64b6ba3,3,0,0,0,550000,998763,448763,False,,,,,,0,0,0,0
0x7dfe6f41307d8ffb9b6fac4232af860732e19c01,11,8,3,8,350000,998834,648834,True,0.13513513513513514,870000,5,3,520000,13,4,13,2
0x3eb4fad7a93e8ea3f3124c069e37f046c968ad48,2,0,0,0,950123,998437,48314,False,,,,,,0,0,0,0
0xae12c413892844122267a75d28716ae2fe24fb13,2,0,0,0,950123,999334,49211,False,,,,,,0,0,0,0
0x63127a411a5f786d2547d1a77bdb478ae9db6ff0,7,2,0,2,500000,999000,499000,True,0.5,550000,2,6,50000,1,0,1,0
0xdab7466a429684e05142d8e82358a63710bf0df8,1,0,0,0,100000,100000,0,False,,,,,,0,0,0,0
0xafd872ff4f2c7e3cac56b14fc88e3421489fed08,30,21,15,21,300000,999010,699010,True,0.08870967741935484,500000,4,13,200000,17,4,17,9
0x04d77a167c7cb6226a0e425b87c860e208a3dbca,2,0,0,0,950123,999417,49294,False,,,,,,0,0,0,0
0xc5ad553dc53456b9d0a93296b4640ea3ecd2b990,2,0,0,0,950123,999223,49100,False,,,,,,0,0,0,0
0x676618fb98929ac0e293c1eddfa0972e36036856,5,4,3,4,100000,999068,899068,True,0.18461538461538463,200000,2,4,100000,16,3,14,0
0x0a785f938e2d024d67eb16279bd04daa2d542279,5,4,2,4,789000,998446,209446,True,0.14285714285714285,950123,4,2,161123,3,1,3,0
0xc1a0a3967abe36817533ea676f61c256a1ad7db9,6,3,1,3,890000,999223,109223,False,0.0,999223,6,1,109223,3,1,3,0
0x94eb2e5865e45c150142d1d9a0f3b04a7369f8d8,10,6,4,6,480000,998866,518866,False,0.0,950120,8,2,470120,8,2,8,0
0xa923e025c3a7707887d3e88f8cb98601c8923a23,6,4,2,4,490000,999068,509068,True,0.2,700000,3,3,210000,8,2,8,0
0xea86bb6b9b9125bf37ebe22af3ef890f4b011bcb,2,0,0,0,950123,998431,48308,False,,,,,,0,0,0,0
0x620b5f844af18e7a4afac3cd43ea2fa6423fd2fc,2,1,0,1,950123,998831,48708,True,1.0,950123,1,2,0,1,0,1,0
0xe6ca4299ef6d8b21ef1e56193466c82928d6b826,2,0,0,0,950123,999068,48945,False,,,,,,0,0,0,0
0xd2de8f36d6431887ca65a80de3678fbb0d144219,3,0,0,0,930346,999066,68720,False,,,,,,0,0,0,0
0x55fcbefa4d0ccd75c536d063438b369b83e0e48e,3,0,0,0,930346,998834,68488,False,,,,,,0,0,0,0
0xde3178bc4ddb2fec002b2f24cb395debdedda6b7,3,0,0,0,930346,998443,68097,False,,,,,,0,0,0,0
0xe7c86ef6941d4adff34983707152328a1f966a36,3,0,0,0,930346,999417,69071,False,,,,,,0,0,0,0
0xe78c2f1cba3b5bab517c240b89fa0f86516ec110,7,1,1,1,500000,999218,499218,False,0.0,600000,2,4,100000,5,3,5,0
0x78cff0ffd48e9a3bab7acbcc02969ce43f6a22e0,22,18,18,18,100000,998998,898998,True,0.10795454545454546,150000,2,10,50000,27,4,27,1
0xd095a6239442c8e9dd33de1eed41b37e3ff436b4,12,5,2,5,350000,991210,641210,False,0.0,850000,5,5,500000,10,2,10,7
0x120c7793dfeaec2ecc7be24ac4b5d9cde3aec11f,5,0,0,0,830000,998834,168834,False,,,,,,0,0,0,0
0x22fd52c91b61610ec1f7740e2726b1dec08eba41,3,0,0,0,930346,999334,68988,False,,,,,,0,0,0,0
0x55fd7c625da82dcfda64a6519eb2cc15171652a4,5,0,0,0,500000,900000,400000,False,,,,,,0,0,0,1
0xb3c9792cd3fd334ea849be963b64992f28770114,3,1,0,1,930346,999322,68976,False,0.0,950321,2,1,19975,1,0,1,0
0x668578c97c6023cecd520c2a39a98919da532ee8,3,0,0,0,930346,999327,68981,False,,,,,,0,0,0,0
0x5dbaca8327b0baa57eb6c872a333bf8d6f642ba3,30,18,14,18,150000,999999,849999,True,0.05641025641025641,500000,6,12,350000,26,4,26,4
